,object_id,events,swing_indicator_from_samples,runs_game_t1,runs_game_t2,game_play,outs_inning,outs_play,count_balls_pa,count_balls_play,strikes_pa,strikes_play,eventId_pitch,pitch_type,pitch_result,pitch_action,pitch_speed_mph,pitch_speed_kph,pitch_speed_mps,pitch_spin_rpm,eventId_hit,hit_speed_mph,hit_speed_kph,hit_speed_mps,hit_spin,stroke_type,stroke_attempt,bat_nearest,bat_hit,bat_first,bat_last,swing_displacement_head_nearest,swing_displacement_handle_nearest,swing_time_nearest,found_nearest_inidicator,hit_inidicator,swing_displacement_head_hit,swing_displacement_handle_hit,swing_time_hit,bat_average_speed_bhit,bat_max_speed_bhit,bat_total_displacement_bhit,bat_max_instantaneous_displacement_bhit,bat_swing_duration_bhit,ball_ahit_flight_time,ball_ahit_height,ball_ahit_range,ball_hit_position,bat_hit_position,relative_distance_from_handle_to_hit,eventId_events,hit_spray_angle,hit_launch_angle,events_type,hit_indicator,events_teamId,events_personId
697,12345645_27780.jsonl,"{'start': {'angle': [143.23544825358837, 61.90206539670885]}, 'type': 'Hit', 'teamId': {'mlbId': 90068}, 'personId': {'mlbId': 172804761}, 'eventId': 'c15fef4b-e8dc-46e4-9a6f-e9319cf8f247'}",SwingRecorded,0,3,0,2,0,0,0,0,1,900403a4-2c29-457f-8fef-ea32116d85ba,{},Strike,Foul,91.0,147.0,41.0,2370.0,c15fef4b-e8dc-46e4-9a6f-e9319cf8f247,72.0,116.0,32.0,4420.0,{},{},[],"[{'event': 'Hit', 'time': 0.417027105203789, 'head': {'pos': [0.9747960590711092, 1.1760799701822093, 2.0017507347475196]}, 'handle': {'pos': [-1.524101937211784, 1.0649121374144541, 3.0780445622883024]}}]","[{'event': 'First', 'time': -0.4186274000000002, 'head': {'pos': [-3.5387645285272167, -1.412234042774254, 6.3803512541719645]}, 'handle': {'pos': [-1.560229803685158, -1.864644437481461, 4.564867003778599]}}]","[{'event': 'Last', 'time': 0.8179436, 'head': {'pos': [-2.729745670068066, -2.94008909716066, 4.021483069788819]}, 'handle': {'pos': [-3.9890072584972045, -0.6517473108962275, 4.791554499731753]}}]",,,,No,Hit,6.800275076516519,3.2854600774885347,0.8356545052037891,13.42556754528386,127.1200386306819,6.6999665845523815,0.4236910887560243,0.8332679999999999,,,,[-0.20988696  1.30362054  3.03401121],[-0.39246953  1.11525478  2.59064212],0.45285258273625056,c15fef4b-e8dc-46e4-9a6f-e9319cf8f247,143.23544825358837,61.90206539670885,Hit,Hit,90068.0,172804761.0
699,12345645_27844.jsonl,"{'start': {'angle': [-24.789277677582895, -16.978493339834635]}, 'type': 'Hit', 'teamId': {'mlbId': 63813}, 'personId': {'mlbId': 686425745}, 'eventId': '0851f842-10f0-482f-827c-2606fb04b184'}",SwingRecorded,7,8,0,2,0,0,0,0,0,045031a9-1c7a-4459-af81-172493841453,{},HitIntoPlay,{},82.0,131.0,37.0,670.0,0851f842-10f0-482f-827c-2606fb04b184,105.0,170.0,47.0,3270.0,{},{},[],"[{'event': 'Hit', 'time': 0.472963339469555, 'head': {'pos': [-1.095053509076951, -0.15972885951319446, 2.0078490227814845]}, 'handle': {'pos': [1.1167005861651325, 0.9832920179102664, 3.110983185984357]}}]","[{'event': 'First', 'time': -0.3726057, 'head': {'pos': [3.026435769728295, -1.4397128279729303, 6.535995580489675]}, 'handle': {'pos': [1.515926841463531, -2.6989158213499485, 4.652374470718891]}}]","[{'event': 'Last', 'time': 0.8905123, 'head': {'pos': [4.358247045285928, -3.9489589922478623, 4.413142062208008]}, 'handle': {'pos': [4.401350550706444, -1.4221865508288463, 3.3988339220567134]}}]",,,,No,Hit,6.255329254556075,4.011723229122935,0.845569039469555,13.944307419899669,117.78971399661329,6.056232091551151,0.3924753270367549,0.8431919999999999,,,,[-0.59346606  0.43524383  2.26441226],[-0.47689407  0.15973213  2.31616214],0.7205116800158404,0851f842-10f0-482f-827c-2606fb04b184,-24.789277677582895,-16.978493339834635,Hit,Hit,63813.0,686425745.0
704,12345645_29891.jsonl,"{'start': {'angle': [1.579322756435045, 19.296801862692494]}, 'type': 'Hit', 'teamId': {'mlbId': 63813}, 'personId': {'mlbId': 797957728}, 'eventId': '0d222582-40e7-41e4-84e2-437fb0469c3c'}",SwingRecorded,7,8,0,2,1,0,0,0,0,5ab86a62-9126-415e-bf88-5012ab331bca,{},HitIntoPlay,{},88.0,142.0,39.0,2340.0,0d222582-40e7-41e4-84e2-437fb0469c3c,99.0,159.0,44.0,1160.0,{},{},[],"[{'event': 'Hit', 'time': 0.426364547781199, 'head': {'pos': [0.9370340619358061, 1.1103400958898717, 3.911116254867284]}, 'handle': {'pos': [-1.7518223492233778, 1.116840936296474, 4.341542584584101]}}]","[{'event': 'First', 'time': -0.407593, 'head': {'pos': [-4.305943338084433, -0.5044733960928248, 5.703257964327444]}, 'handle': {'pos': [-1.8316033503718232, -1.6085880095852676, 5.431540405914074]}}]","[{'event': 'Last', 'time': 0.828979, 'head': {'pos': [-1.7016075791407013, -2.4700563251226746, 6.7167830861024855]}, 'handle': {'pos': [-3.3961802018000005, -1.0810993844270098, 5.099847673199963]}}]",,,,No,Hit,5.771326237339138,2.9363962943884805,0.8339575477811989,14.201287080640336,124.14276637832114,5.736739859493634,0.41376784033894815,0.8332689999999997,,,,[0.41520066 1.9800446  4.08135035],[0.39962156 1.1116394  3.99714409],0.8001334335496839,0d222582-40e7-41e4-84e2-437fb0469c3c,1.579322756435045,19.296801862692494,Hit,Hit,63813.0,797957728.0
705,12345645_29599.jsonl,{'eventId': ''},SwingRecorded,0,2,0,1,0,1,0,0,1,95360bc4-83bf-4c74-b0e7-9580d7f9d834,{},Strike,{},91.0,146.0,40.0,2290.0,{},,,,,{},{},"[{'event': 'Nearest', 'time': 0.411388917916832, 'head': {'pos': [0.14152397238680783, 2.2956614277746716, 1.3963920260303053]}, 'handle': {'pos': [-1.9297202434418106, 1.3465925381399189, 2.887858930522415]}}]",[],"[{'event': 'First', 'time': -0.4175013, 'head': {'pos': [-3.322213350853876, -0.4140546330677459, 6.474269894136003]}, 'handle': {'pos': [-1.7683693778542402, -1.8309879273239764, 4.744204336628941]}}]","[{'event': 'Last', 'time': 0.8024056999999997, 'head': {'pos': [-0.9259098198538758, -4.084409479748224, 3.6769261700920732]}, 'handle': {'pos': [-3.121275371519274, -2.5992203648766212, 4.30129887425131]}}]",6.717505565177863,3.683621856691645,0.828890217916832,Nearest,NoHit,,,,14.864591071939744,132.7751873297733,6.6950765458556,0.44253969937013843,0.8266039999999997,,,,,,,,,,,,,
706,12345645_28930.jsonl,{'eventId': ''},SwingRecorded,7,9,0,2,0,0,0,1,1,d155d720-3450-4e9c-b896-d994304087ed,{},Strike,{},92.0,148.0,41.0,2280.0,{},,,,,{},{},"[{'event': 'Nearest', 'time': 0.4216368414973807, 'head': {'pos': [0.05888828637168848, -0.21874711011843168, 3.1768891887493944]}, 'handle': {'pos': [-2.2967032711146085, 0.5905273017140783, 4.277580438248433]}}]",[],"[{'event': 'First', 'time': -0.4244956, 'head': {'pos': [-2.0246352965192025, -2.2988037760361246, 6.431362471051807]}, 'handle': {'pos': [-1.7569495609328984, -2.0801292331449392, 3.730291632046232]}}]","[{'event': 'Last', 'time': 0.8352873999999996, 'head': {'pos': [-4.074947567312524, -1.952823549358054, 6.876565977827189]}, 'handle': {'pos': [-4.740306274343551, -0.7949225360577437, 4.503420192072036]}}]",4.388542195206896,2.779076363152752,0.8461324414973806,Nearest,NoHit,,,,11.143889676472133,113.85084699354553,4.25340372922568,0.3794648730294907,0.843188,,,,,,,,,,,,,
708,12345645_28621.jsonl,{'eventId': ''},SwingRecorded,0,2,0,0,1,2,0,2,1,d48da8e8-373d-44f7-bd16-9e0cac9269b4,{},Strike,Called,93.0,150.0,42.0,2440.0,{},,,,,{},{},,,,,7.692257630825782,7.692257630825782,-2.198549,Nearest,NoHit,,,,,,,,,,,,,,,,,,,,,
709,12345645_30045.jsonl,{'eventId': ''},SwingRecorded,0,2,0,0,0,1,1,0,0,5aaea792-6d8a-461b-8fd4-4274501293ed,{},Ball,Called,91.0,147.0,41.0,2300.0,{},,,,,{},{},,,,,6.651994329316822,6.651994329316822,-2.2517519999999998,Nearest,NoHit,,,,,,,,,,,,,,,,,,,,,
710,12345645_30020.jsonl,"{'start': {'angle': [30.21282254124158, 24.56031078551254]}, 'type': 'Hit', 'teamId': {'mlbId': 90068}, 'personId': {'mlbId': 290569727}, 'eventId': '1214bb0e-c636-47f9-a6cc-12a6ab36d5e0'}",SwingRecorded,0,0,0,0,0,2,0,2,0,c5dce925-7fe3-426b-a849-96b5fcc38a33,{},HitIntoPlay,{},83.0,133.0,37.0,2330.0,1214bb0e-c636-47f9-a6cc-12a6ab36d5e0,93.0,149.0,41.0,1630.0,{},{},[],"[{'event': 'Hit', 'time': 0.4599354081844017, 'head': {'pos': [0.7243037831802486, 0.6000271820666759, 1.9139343994958844]}, 'handle': {'pos': [-1.5944708472364924, 1.1402657841816164, 3.235556263794417]}}]","[{'event': 'First', 'time': -0.3829347, 'head': {'pos': [-3.546267825257104, -1.2057538162539043, 6.71149929708924]}, 'handle': {'pos': [-1.6592400752145189, -2.083368303105586, 4.955316798284346]}}]","[{'event': 'Last', 'time': 0.8669683, 'head': {'pos': [-5.6082762948762825, -3.2257337564215116, 3.9682487115921186]}, 'handle': {'pos': [-4.54624654053169, -0.898573518365332, 3.0346128546498123]}}]",,,,No,Hit,6.671975406377546,3.6542561592753664,0.8428701081844017,11.515855326995517,133.93304060734596,6.504887875662275,0.4463988243442881,0.8399350000000001,,,,[0.45599817 0.89506793 2.07962154],[0.41144164 0.67291922 2.09225507],0.8650743639636158,1214bb0e-c636-47f9-a6cc-12a6ab36d5e0,30.21282254124158,24.56031078551254,Hit,Hit,90068.0,290569727.0
712,12345645_28554.jsonl,"{'start': {'angle': [-2.074587677429993, -9.515391728690595]}, 'type': 'Hit', 'teamId': {'mlbId': 63813}, 'personId': {'mlbId': 412098649}, 'eventId': 'd9885fe7-1797-4b4a-a898-daf79e986381'}",SwingRecorded,0,0,0,0,0,0,0,1,0,51c4a4a9-9678-4569-b9b5-308cf9951f0f,{},HitIntoPlay,{},92.0,148.0,41.0,2360.0,d9885fe7-1797-4b4a-a898-daf79e986381,88.0,141.0,39.0,4360.0,{},{},[],"[{'event': 'Hit', 'time': 0.4206099095876997, 'head': {'pos': [-0.0613666751631648, -0.136189719010528, 3.0072379878201567]}, 'handle': {'pos': [2.423638259559447, 0.2671380445728558, 4.045185518092483]}}]","[{'event': 'First', 'time': -0.4268687000000003, 'head': {'pos': [3.3822941563869295, -2.1527991093736003, 7.099730352874236]}, 'handle': {'pos': [1.8679422851878469, -2.381514702639974, 4.84813414714285]}}]","[{'event': 'Last', 'time': 0.8396253, 'head': {'pos': [2.273735860923718, -2.765619545447948, 3.9384520848092297]}, 'handle': {'pos': [4.551607794270662, -1.3915781852929914, 3.3565863941854426]}}]",,,,No,Hit,5.71611818580396,2.8229215171776803,0.8474786095877,12.228822429625527,124.1195585401035,5.659476676953718,0.41356636905562505,0.8465510000000003,,,,[0.68650407 0.16302024 3.39970442],[ 0.73839898 -0.00638406  3.34128754],0.6781633513336135,d9885fe7-1797-4b4a-a898-daf79e986381,-2.074587677429993,-9.515391728690595,Hit,Hit,63813.0,412098649.0
713,12345645_30860.jsonl,{'eventId': ''},SwingRecorded,0,2,0,2,0,2,0,1,1,9077ef14-525f-4aa3-b32d-b8fff9e63135,{},Strike,Called,92.0,148.0,41.0,2420.0,{},,,,,{},{},"[{'event': 'Nearest', 'time': 0.444410708086787, 'head': {'pos': [0.8052797653380648, -2.7717759187135917, 3.250893772101858]}, 'handle': {'pos': [1.4574312530801727, -0.27335087564989535, 4.11566462458201]}}]",[],"[{'event': 'First', 'time': -0.3525938000000003, 'head': {'pos': [3.1977938614052124, -2.1729146347124044, 7.053766394336003]}, 'handle': {'pos': [1.6610852756433863, -2.6056613127757444, 4.8477485065702774]}}]","[{'event': 'Last', 'time': 0.9406442, 'head': {'pos': [3.1106407034590244, -2.450788518904073, 4.2744641851850265]}, 'handle': {'pos': [1.3952146229643896, -0.44866797754052734, 3.593226644909767]}}]",4.53261499780133,2.45297650749031,0.7970045080867874,Nearest,NoHit,,,,10.374796358066819,55.69932558406605,4.52233536627783,0.18564585217169385,0.796608,,,,,,,,,,,,,
715,12345645_31605.jsonl,{'eventId': ''},SwingRecorded,7,9,0,0,0,0,0,1,1,3f82f405-b83f-4b8a-8ee9-c6cb3196e837,{},Strike,{},96.0,154.0,43.0,2610.0,{},,,,,{},{},"[{'event': 'Nearest', 'time': 0.4007476072975668, 'head': {'pos': [0.2470997103936737, 0.14797138228275702, 2.0168184050637565]}, 'handle': {'pos': [-2.009467313906335, 0.48047144229410843, 3.5043018036284526]}}]",[],"[{'event': 'First', 'time': -0.4177979, 'head': {'pos': [-3.364028218494719, -1.4671342495065547, 6.791114372764292]}, 'handle': {'pos': [-1.7471932204958256, -2.4019606041956814, 4.809397399557501]}}]","[{'event': 'Last', 'time': 0.7921150999999996, 'head': {'pos': [-1.5830989201332943, -3.8191619237013588, 1.2450153172793328]}, 'handle': {'pos': [-3.285143065538599, -2.2412687199317944, 2.6692893957700816]}}]",6.2002187951585155,3.1749766482950736,0.8185455072975668,Nearest,NoHit,,,,11.935002039558524,136.1754365171064,6.142365956928506,0.4538727299115122,0.816608,,,,,,,,,,,,,
717,12345645_30114.jsonl,"{'start': {'angle': [32.7861886458825, 60.54648447207999]}, 'type': 'Hit', 'teamId': {'mlbId': 90068}, 'personId': {'mlbId': 290569727}, 'eventId': 'b37e8033-1dc5-4d70-a67f-14f82bd89a53'}",SwingRecorded,0,2,0,0,0,0,0,0,1,9e47e981-277c-4243-9cca-f2aa9eaf2262,{},Strike,Foul,81.0,130.0,36.0,2160.0,b37e8033-1dc5-4d70-a67f-14f82bd89a53,87.0,139.0,39.0,5200.0,{},{},[],"[{'event': 'Hit', 'time': 0.467423013833196, 'head': {'pos': [-0.036396045847634305, 1.3698027513409619, 1.941325489984608]}, 'handle': {'pos': [-2.353323916639304, 0.9240548052164658, 3.300888616928664]}}]","[{'event': 'First', 'time': -0.3686059, 'head': {'pos': [-3.4537973548823104, -1.2619200128039796, 6.752154631973287]}, 'handle': {'pos': [-1.6813838885792314, -2.32957264863525, 4.981864757477765]}}]","[{'event': 'Last', 'time': 0.8679601, 'head': {'pos': [-1.526761863265823, -2.2187790566481396, 5.241606079929289]}, 'handle': {'pos': [-4.0007273846078695, -1.1196979030670597, 4.94703333318413]}}]",,,,No,Hit,6.461321339147135,3.723342019592388,0.836028913833196,11.78031069403927,135.5057230960342,6.316043856700022,0.45164057507907857,0.8332649999999999,,,,[-0.62995724  1.40480654  2.42116789],[-0.66505737  1.24885617  2.3102212 ],0.7286659924340274,b37e8033-1dc5-4d70-a67f-14f82bd89a53,32.7861886458825,60.54648447207999,Hit,Hit,90068.0,290569727.0
718,12345645_31954.jsonl,"{'start': {'angle': [-37.77392076228676, -22.646383554821348]}, 'type': 'Hit', 'teamId': {'mlbId': 90068}, 'personId': {'mlbId': 558675411}, 'eventId': '2456988f-b712-40e1-85a0-b9233fd70bf4'}",SwingRecorded,0,2,1,2,0,1,0,2,0,af30690d-1402-4c43-8c8e-59d08d0121e6,{},HitIntoPlay,{},84.0,135.0,38.0,2300.0,2456988f-b712-40e1-85a0-b9233fd70bf4,104.0,167.0,46.0,3910.0,{},{},[],"[{'event': 'Hit', 'time': 0.44142655824487, 'head': {'pos': [0.4882765986597169, 1.857315605419508, 2.681432008178451]}, 'handle': {'pos': [-1.9933840435892363, 1.4420891885757545, 3.722683834366015]}}]","[{'event': 'First', 'time': -0.3911362, 'head': {'pos': [-2.2476598398753542, -0.037252001952952925, 6.237102818849034]}, 'handle': {'pos': [-1.7440941075449667, -2.1001494586282807, 4.532364269236117]}}]","[{'event': 'Last', 'time': 0.8354308, 'head': {'pos': [-3.638639580462267, -4.316964921629298, 4.610079960157775]}, 'handle': {'pos': [-4.111860806392237, -1.7384913290883433, 3.873334759990436]}}]",,,,No,Hit,4.8700646328836115,3.642139826059712,0.83256275824487,14.118101301601154,114.33197383051306,4.865731092105886,0.38106846877709716,0.8299319999999997,,,,[-0.21789599  1.86904414  2.74469499],[-0.11864099  1.75576739  2.93608167],0.7554389283107255,2456988f-b712-40e1-85a0-b9233fd70bf4,-37.77392076228676,-22.646383554821348,Hit,Hit,90068.0,558675411.0
721,12345645_31469.jsonl,"{'start': {'angle': [35.40630943572996, 47.32218325557842]}, 'type': 'Hit', 'teamId': {'mlbId': 63813}, 'personId': {'mlbId': 174158975}, 'eventId': 'cedcc52a-31ea-4629-a89b-8de271ae8def'}",SwingRecorded,3,8,0,0,0,0,0,2,0,b634637e-5899-4834-911e-2217b7da56ce,{},Strike,Foul,83.0,133.0,37.0,2570.0,cedcc52a-31ea-4629-a89b-8de271ae8def,68.0,110.0,30.0,3010.0,{},{},[],"[{'event': 'Hit', 'time': 0.4583383575531277, 'head': {'pos': [0.7131842861892032, 0.8719222112308644, 1.3984786763689032]}, 'handle': {'pos': [-1.3992720498020312, 0.8928204981162621, 3.116718873840453]}}]","[{'event': 'First', 'time': -0.3795631, 'head': {'pos': [-1.8768695205583856, -1.044201340232356, 6.5125631495495915]}, 'handle': {'pos': [-1.1077782892470769, -2.829212997184382, 4.605342672379537]}}]","[{'event': 'Last', 'time': 0.8669948999999996, 'head': {'pos': [-0.6141212990995636, -0.7083433710540916, 2.5465570975858602]}, 'handle': {'pos': [-2.0575964176080714, -1.8096450649716211, 4.576032903623606]}}]",,,,No,Hit,6.044317015606271,4.019266446275903,0.8379014575531276,13.04451030727207,128.8873965238592,5.987648777229943,0.4295816926139837,0.8365939999999996,,,,[0.32486347 0.94769535 2.12209942],[0.12483693 0.87774266 1.87703157],0.7214866178855471,cedcc52a-31ea-4629-a89b-8de271ae8def,35.40630943572996,47.32218325557842,Hit,Hit,63813.0,174158975.0
724,12345645_30176.jsonl,{'eventId': ''},SwingRecorded,0,2,0,1,0,1,0,1,1,96e4ebfc-70fd-4caf-a167-c0833ccda5e1,{},Strike,{},84.0,135.0,37.0,1690.0,{},,,,,{},{},"[{'event': 'Nearest', 'time': 0.4363187209537135, 'head': {'pos': [-0.19427278903939088, 2.841380442522786, 1.2285002145791415]}, 'handle': {'pos': [-1.9584763470499413, 1.5560885622716638, 2.856649002170367]}}]",[],"[{'event': 'First', 'time': -0.3859012000000002, 'head': {'pos': [-4.157927402433433, -1.4038745954587328, 5.602623074094026]}, 'handle': {'pos': [-1.5621830664024674, -1.6576809571658173, 4.819710844791467]}}]","[{'event': 'Last', 'time': 0.8239548, 'head': {'pos': [-3.051191077261882, -1.4133333509607806, 5.859041184776514]}, 'handle': {'pos': [-3.851985567631254, 0.8489701228173565, 4.572196569915512]}}]",7.270880209570092,3.7866838640566103,0.8222199209537138,Nearest,NoHit,,,,16.253364503039183,127.49581177965047,7.2217018262436525,0.42494354066157886,0.8199190000000003,,,,,,,,,,,,,
729,12345645_32505.jsonl,"{'start': {'angle': [-48.88534841671046, 4.47231453107472]}, 'type': 'Hit', 'teamId': {'mlbId': 90068}, 'personId': {'mlbId': 290569727}, 'eventId': '9b099b4c-9b23-4838-aaa1-f8563069f4a5'}",SwingRecorded,2,4,0,0,0,2,0,0,1,d4c123b4-af7d-4ce1-97d4-8854d748419b,{},Strike,Foul,86.0,138.0,38.0,1340.0,9b099b4c-9b23-4838-aaa1-f8563069f4a5,95.0,153.0,42.0,3190.0,{},{},[],"[{'event': 'Hit', 'time': 0.4315051711335977, 'head': {'pos': [-0.36085022673662576, 2.35692857337142, 2.2368609057666005]}, 'handle': {'pos': [-2.4010785003014443, 0.8901585729553172, 3.286295155111167]}}]","[{'event': 'First', 'time': -0.3968996, 'head': {'pos': [-3.3754729313623115, -1.3269908076710513, 6.6510469136465495]}, 'handle': {'pos': [-1.5903755229943108, -2.344260845654953, 4.863913231313466]}}]","[{'event': 'Last', 'time': 0.8230074, 'head': {'pos': [-1.9058904345480707, -2.408691780145923, 6.071530114692747]}, 'handle': {'pos': [-3.7007767490458465, -0.8417611405054098, 4.753057750683666]}}]",,,,No,Hit,6.491860301133116,3.688846308435483,0.8284047711335978,13.404394811018694,138.94021418726635,6.438135787506278,0.4630877338861629,0.8266019999999997,,,,[-0.80001031  2.3029392   2.39569626],[-0.67502182  2.13106293  2.39846166],0.846011550195164,9b099b4c-9b23-4838-aaa1-f8563069f4a5,-48.88534841671046,4.47231453107472,Hit,Hit,90068.0,290569727.0
730,12345645_32671.jsonl,{'eventId': ''},SwingRecorded,7,9,0,0,0,0,0,0,1,367a1e41-efd2-497a-ac04-1d97e1eb0581,{},Strike,Foul,78.0,126.0,35.0,2520.0,{},,,,,{},{},"[{'event': 'Nearest', 'time': 0.4813903811347604, 'head': {'pos': [0.36037965280358175, 1.4261361810408082, 2.8551982598311807]}, 'handle': {'pos': [-2.2374640862645507, 0.9259597493983274, 3.500403134801314]}}]",[],"[{'event': 'First', 'time': -0.3526482, 'head': {'pos': [-3.6449005207216745, -1.3373764591677768, 6.518743818145609]}, 'handle': {'pos': [-2.020603928862302, -2.315302008375847, 4.564113395801924]}}]","[{'event': 'Last', 'time': 0.8805867999999996, 'head': {'pos': [-1.691115620339474, -2.10107804860754, 4.3303510520677015]}, 'handle': {'pos': [-4.136815794084558, -0.9065702759921589, 4.413776032595322]}}]",6.0910456769648755,3.418228434384666,0.8340385811347604,Nearest,NoHit,,,,14.359859490714118,121.40631754405193,6.072727799297668,0.40464725637432203,0.8332669999999998,,,,,,,,,,,,,
731,12345645_32595.jsonl,{'eventId': ''},SwingRecorded,4,8,0,0,1,0,0,2,1,25498048-e5b3-412b-8d31-649e6e4449e8,{},Strike,{},91.0,147.0,41.0,2150.0,{},,,,,{},{},"[{'event': 'Nearest', 'time': 0.4193580041900147, 'head': {'pos': [-0.3549716995553454, 0.3858985130039724, 3.06306325727284]}, 'handle': {'pos': [-2.949633794880441, 0.4651687241736248, 3.885682689802628]}}]",[],"[{'event': 'First', 'time': -0.4255415, 'head': {'pos': [-3.8244281365739266, -1.4383953296517578, 6.551512776849714]}, 'handle': {'pos': [-2.1922427912439333, -1.868104365814949, 4.414557225416545]}}]","[{'event': 'Last', 'time': 0.8276455, 'head': {'pos': [-2.257722143288116, -2.860878640314993, 4.281704229463784]}, 'handle': {'pos': [-4.560587073482513, -1.4090906383937951, 4.215503044959774]}}]",5.2473284672638325,2.5094845525077814,0.8448995041900147,Nearest,NoHit,,,,12.408943483638428,127.81812474229609,5.207169485459498,0.42601780976608383,0.8432349999999997,,,,,,,,,,,,,
732,12345645_32733.jsonl,{'eventId': ''},SwingRecorded,7,8,0,1,0,1,0,0,1,903f7896-2a74-4375-a95c-a56410908ad1,{},Strike,{},79.0,126.0,35.0,2480.0,{},,,,,{},{},"[{'event': 'Nearest', 'time': 0.4734558847916767, 'head': {'pos': [0.8582579752791532, 2.061091345603553, 2.458146752166422]}, 'handle': {'pos': [-1.3358950955955524, 0.6672332342530696, 3.26938639189373]}}]",[],"[{'event': 'First', 'time': -0.3575326, 'head': {'pos': [-3.2453570289767257, -1.4468609997158426, 6.326137108900683]}, 'handle': {'pos': [-1.6859033581056504, -3.2062907111467327, 4.95217596497693]}}]","[{'event': 'Last', 'time': 0.7790464, 'head': {'pos': [-0.8160111122269287, -1.922647556217664, 3.7386815223010035]}, 'handle': {'pos': [-3.4218360770016676, -1.7517693201927715, 4.510520085396345]}}]",6.641290172848575,4.237744009103019,0.8309884847916766,Nearest,NoHit,,,,15.204525967371726,121.79321597226522,6.640671572074592,0.4059367888355569,0.829936,,,,,,,,,,,,,
733,12345645_32224.jsonl,{'eventId': ''},SwingRecorded,2,5,0,0,0,0,0,1,1,aa4dd8b3-9ec3-4b8b-ad74-d4c1e4257ae0,{},Strike,{},83.0,133.0,37.0,2510.0,{},,,,,{},{},"[{'event': 'Nearest', 'time': 0.4607068989148985, 'head': {'pos': [0.12227601881065048, 1.13961998784495, 2.278756667815406]}, 'handle': {'pos': [-2.364238839453933, 0.8144556862657734, 3.3402508612424415]}}]",[],"[{'event': 'First', 'time': -0.3774396000000002, 'head': {'pos': [-3.985157331190102, -1.1120989948283457, 6.08039605984746]}, 'handle': {'pos': [-1.769453990367798, -1.5322628026662, 4.5541657475671]}}]","[{'event': 'Last', 'time': 0.8657914, 'head': {'pos': [-1.89320490882999, -1.1043912848851574, 4.229133627187306]}, 'handle': {'pos': [-2.8010687781921813, 1.46290127034145, 4.236205872663561]}}]",6.032719881502829,2.7082182397728194,0.8381464989148988,Nearest,NoHit,,,,13.608752152010396,76.74164197285596,6.024358188388825,0.255779892695527,0.836598,,,,,,,,,,,,,
734,12345645_32819.jsonl,{'eventId': ''},SwingRecorded,7,9,0,1,1,0,0,2,1,fb2c7cb4-6909-4a5c-8af7-87d25d80a933,{},Strike,{},97.0,155.0,43.0,2490.0,{},,,,,{},{},"[{'event': 'Nearest', 'time': 0.399581315256845, 'head': {'pos': [0.582446146898304, 0.10777917406238437, 2.911497277560645]}, 'handle': {'pos': [-1.8507819250561481, 0.8956199338172277, 3.8463587502896575]}}]",[],"[{'event': 'First', 'time': -0.4450312000000002, 'head': {'pos': [-4.084747509872288, -0.7594200819681475, 5.472374638038106]}, 'handle': {'pos': [-1.6486377932198055, -1.68682572753771, 4.684627151169127]}}]","[{'event': 'Last', 'time': 0.8115428, 'head': {'pos': [-2.012460854954056, -2.5132383607856683, 3.550981551151468]}, 'handle': {'pos': [-3.75551359512017, -0.56428771438513, 4.3116499473436924]}}]",5.393776416840576,2.7226056923101876,0.8446125152568451,Nearest,NoHit,,,,10.985357477319175,117.20639876083791,5.350775611782842,0.3906489270698698,0.8432710000000001,,,,,,,,,,,,,
735,12345645_32945.jsonl,"{'start': {'angle': [-39.36279752199321, 7.119079506258569]}, 'type': 'Hit', 'teamId': {'mlbId': 90068}, 'personId': {'mlbId': 474808052}, 'eventId': '56031619-9fba-4204-af50-9a98a8eaa746'}",SwingRecorded,7,8,0,1,0,0,0,0,0,91e71541-af08-4079-a72a-44ef5435467a,{},HitIntoPlay,{},90.0,146.0,40.0,2410.0,56031619-9fba-4204-af50-9a98a8eaa746,81.0,131.0,36.0,650.0,{},{},[],"[{'event': 'Hit', 'time': 0.417381378517935, 'head': {'pos': [-0.4036639222018447, 1.4391170362045533, 1.821718572615649]}, 'handle': {'pos': [-2.4976867686615623, 0.5304575946244823, 3.3065297470763833]}}]","[{'event': 'First', 'time': -0.4175401, 'head': {'pos': [-4.025237145307868, -0.8525163397367423, 6.383657954350607]}, 'handle': {'pos': [-1.8658975704642524, -1.3518263371530974, 4.8015075148962545]}}]","[{'event': 'Last', 'time': 0.8155989, 'head': {'pos': [-1.3916110161916415, -2.3112797966488214, 4.089944190063141]}, 'handle': {'pos': [-4.079225375703382, -1.9339608737437761, 4.312693760288088]}}]",,,,No,Hit,6.259286465937709,2.4853790288530537,0.8349214785179351,14.742336927238721,128.25132202472307,6.2273738113515815,0.4274616563083987,0.8332010000000001,,,,[-1.22882715  1.32534179  2.3664117 ],[-1.14920051  1.11560631  2.35035705],0.6439692209606465,56031619-9fba-4204-af50-9a98a8eaa746,-39.36279752199321,7.119079506258569,Hit,Hit,90068.0,474808052.0
